,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths,conf_cases,prob_cases,pnew_case,conf_death,prob_death,pnew_death
38,2020-04-17T00:00:00.000,AR,1702,67.0,40,3.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,,,,
39,2020-04-17T00:00:00.000,OR,1785,49.0,70,6.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
40,2020-04-17T00:00:00.000,MN,2174,161.0,115,14.0,2020-04-17T16:22:39.452,N/A,Agree,,,,,,
41,2020-04-17T00:00:00.000,MO,5283,172.0,165,13.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,,,,
42,2020-04-17T00:00:00.000,UT,2805,45.0,23,1.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
43,2020-04-17T00:00:00.000,WV,775,36.0,16,3.0,2020-04-17T16:22:39.452,Agree,Not agree,,,,,,
44,2020-04-17T00:00:00.000,DE,2323,248.0,61,9.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
45,2020-04-17T00:00:00.000,SD,1411,100.0,7,0.0,2020-04-17T16:22:39.452,N/A,Agree,,,,,,
46,2020-04-17T00:00:00.000,RI,4177,208.0,118,4.0,2020-04-17T16:22:39.452,Not agree,N/A,,,,,,
47,2020-04-17T00:00:00.000,NH,1287,76.0,37,3.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,,,,
48,2020-04-17T00:00:00.000,DC,2476,126.0,86,5.0,2020-04-17T16:22:39.452,,,,,,,,
49,2020-04-17T00:00:00.000,KS,1760,172.0,88,8.0,2020-04-17T16:22:39.452,Agree,N/A,,,,,,
50,2020-04-17T00:00:00.000,ME,827,31.0,29,2.0,2020-04-17T16:22:39.452,Agree,N/A,,,,,,
51,2020-04-17T00:00:00.000,MT,422,0.0,8,0.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
52,2020-04-17T00:00:00.000,HI,553,12.0,9,0.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,,,,
53,2020-04-17T00:00:00.000,AK,309,9.0,9,0.0,2020-04-17T16:22:39.452,N/A,N/A,,,,,,
54,2020-04-17T00:00:00.000,GU,136,1.0,5,0.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,0,,,0
55,2020-04-17T00:00:00.000,VT,779,11.0,35,0.0,2020-04-17T16:22:39.452,Not agree,Not agree,,,,,,
56,2020-04-17T00:00:00.000,VI,54,1.0,2,1.0,2020-04-17T16:22:39.452,,,,,,,,
57,2020-04-17T00:00:00.000,MP,14,1.0,2,0.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
58,2020-04-17T00:00:00.000,FSM,0,0.0,0,0.0,2020-04-17T16:22:39.452,Agree,Agree,,,,,,
59,2020-04-17T00:00:00.000,PW,0,0.0,0,0.0,2020-04-17T16:22:39.452,,,,,,,,
