,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths,conf_cases,prob_cases,pnew_case,conf_death,prob_death,pnew_death
23,2020-04-15T00:00:00.000,WI,3721,166.0,182,12.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
24,2020-04-15T00:00:00.000,IL,24593,1346.0,948,80.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
25,2020-04-15T00:00:00.000,CA,24424,1086.0,821,63.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
26,2020-04-15T00:00:00.000,TX,15492,868.0,364,46.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
27,2020-04-15T00:00:00.000,PR,974,51.0,51,6.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
28,2020-04-15T00:00:00.000,NJ,71030,2206.0,3156,351.0,2020-04-15T16:22:39.452,Not agree,Agree,,,,,,
29,2020-04-15T00:00:00.000,NC,5123,99.0,117,9.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
30,2020-04-15T00:00:00.000,LA,21951,433.0,1103,90.0,2020-04-15T16:22:39.452,Not agree,Agree,,,,,,
31,2020-04-15T00:00:00.000,OK,2263,54.0,123,15.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
32,2020-04-15T00:00:00.000,NV,3211,123.0,137,7.0,2020-04-15T16:22:39.452,,,,,,,,
33,2020-04-15T00:00:00.000,ID,1587,101.0,41,2.0,2020-04-15T16:22:39.452,Agree,Agree,1507.0,80,80,41.0,0,0
34,2020-04-15T00:00:00.000,GA,15409,643.0,579,53.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
35,2020-04-15T00:00:00.000,IN,8955,428.0,436,49.0,2020-04-15T16:22:39.452,Not agree,Agree,,,,,,
36,2020-04-15T00:00:00.000,NY,95477,3734.0,3081,199.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
37,2020-04-15T00:00:00.000,MD,10784,752.0,459,46.0,2020-04-15T16:22:39.452,N/A,Agree,,,0,392.0,67,67
38,2020-04-15T00:00:00.000,AR,1583,85.0,33,1.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
39,2020-04-15T00:00:00.000,OR,1663,30.0,58,3.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
40,2020-04-15T00:00:00.000,MN,1862,53.0,90,3.0,2020-04-15T16:22:39.452,N/A,Agree,,,,,,
41,2020-04-15T00:00:00.000,MO,4895,209.0,147,14.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
42,2020-04-15T00:00:00.000,UT,2637,184.0,21,1.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
43,2020-04-15T00:00:00.000,WV,718,24.0,12,2.0,2020-04-15T16:22:39.452,Agree,Not agree,,,,,,
44,2020-04-15T00:00:00.000,DE,2014,88.0,46,3.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
45,2020-04-15T00:00:00.000,SD,1168,0.0,6,0.0,2020-04-15T16:22:39.452,N/A,Agree,,,,,,
46,2020-04-15T00:00:00.000,RI,3529,160.0,87,7.0,2020-04-15T16:22:39.452,Not agree,N/A,,,,,,
47,2020-04-15T00:00:00.000,NH,1139,48.0,32,5.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
48,2020-04-15T00:00:00.000,DC,2197,139.0,72,5.0,2020-04-15T16:22:39.452,,,,,,,,
49,2020-04-15T00:00:00.000,KS,1494,17.0,76,5.0,2020-04-15T16:22:39.452,Agree,N/A,,,,,,
50,2020-04-15T00:00:00.000,ME,770,36.0,24,4.0,2020-04-15T16:22:39.452,Agree,N/A,,,,,,
51,2020-04-15T00:00:00.000,MT,415,11.0,7,0.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
52,2020-04-15T00:00:00.000,HI,517,0.0,9,0.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
53,2020-04-15T00:00:00.000,AK,293,8.0,9,0.0,2020-04-15T16:22:39.452,N/A,N/A,,,,,,
54,2020-04-15T00:00:00.000,GU,135,0.0,5,0.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
55,2020-04-15T00:00:00.000,VT,759,9.0,30,1.0,2020-04-15T16:22:39.452,Not agree,Not agree,,,,,,
56,2020-04-15T00:00:00.000,VI,51,0.0,1,0.0,2020-04-15T16:22:39.452,,,,,,,,
57,2020-04-15T00:00:00.000,MP,13,0.0,2,0.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
58,2020-04-15T00:00:00.000,FSM,0,0.0,0,0.0,2020-04-15T16:22:39.452,Agree,Agree,,,,,,
59,2020-04-15T00:00:00.000,PW,0,0.0,0,0.0,2020-04-15T16:22:39.452,,,,,,,,
